,video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption
91,JY4Dias3ZgU,Jonna Jinton,The breaking point | Ep. 15,"Three weeks have passed, and a lot has been happening since my last video. I had a really heavy time for a while, that's why it took some time to make this video. It's been a roller coaster of feelings, long nights of work, a broken rib bone, crazy superpowers, nighttime icebaths and a lot of traveling and the most important thing of all, a breaking point. Huge changes in our future plans. I will tell you all about whats going on the last weeks in this video.

And from the bottom of my heart, I want to THANK YOU for the wonderful response and engagement on my last video, which you can see here:
https://www.youtube.com/watch?v=ysoYjgag12g

And also, thank you for following my journey. I wish you all a HAPPY NEW YEAR! Let's make it a really good one.

Lots of love to you all! ♥

► MY SOCIAL MEDIA AND LINKS!
• My Art & Jewelry Webshop: https://jonnajintonsweden.com
• Instagram: @jonnajinton  http://www.instagram.com/jonnajinton
• Wallpaper collection: https://www.photowall.com/designers/jonna-jinton
• Facebook Page - http://www.facebook.com/jonnajinton
• Blog: https://jonnajintonsweden.com/blog/

►  MUSIC - You can find all songs on Epidemic Sound: http://share.epidemicsound.com/pR9G6

Mastermind- Johannes Bornlöf
Uncertain changes - Yonder Dale
Delicate transitions - Gavin Luke
Aiko - Calm Shores
Snowflake dreams - Håkan Eriksson
Christmas snow - Håkan Eriksson
Dragon call - Andreas Ericson
Humanity 5 - Johannes Bornlöf
Heaven forbid - Martin Hall
Trough the storm - Savvun
It'll be allright - Cody Francis
Aiko - Calm Shores
Go undercover - Martin Hall
Dismantle - Peter Sandberg","['jonna jinton', 'windturbines', 'future', 'marsfjällen', 'saxnäs', 'vilhelmina', 'ice', 'winter', 'nordic', 'scandinavia', 'viking', 'ancient', 'icebath', 'ice swim', 'mountains', 'sweden', 'north', 'moving', 'plans', '2019', 'new year', 'marsfjäll mountain lodge']",2019-01-09T09:54:21Z,492252,23298,,1776,PT27M50S,hd,true
92,ysoYjgag12g,Jonna Jinton,A heavy heart | Ep. 14,"It took me so many days to record that last scene for this vlog. But I needed to open my heart and tell you all about why I feel so depressed right now.  To let you know about the situation we are in, and that we might need to lose what we love so much. 
Even if we take one day at a time right now and try to see bright on the future, it is constantly draining us.
And of course, when one bad thing happens, much more comes at the same time...
Like, loosing the forest you loved. 

But, I feel so relieved that I finally are able to upload this extra long vlog. It felt important to me to share the reality of this situation. 
And it's been some beautiful, really cold days here and of course I wanted to give you all a little glimpse of that as well. 

With all my heart, thank you SO much for watching! ♥
And I hope you all are having a lovely december. 

LOTS of love to you! ♥

Link to Lucia video that I mentioned in the vlog: https://www.youtube.com/watch?v=34xgG2q8KMQ

► MY SOCIAL MEDIA AND LINKS!
• My Art & Jewelry Webshop: https://jonnajintonsweden.com
• Instagram: @jonnajinton  http://www.instagram.com/jonnajinton
• Wallpaper collection: https://www.photowall.com/designers/jonna-jinton
• Facebook Page - http://www.facebook.com/jonnajinton
• Blog: https://jonnajintonsweden.com/blog/

►  MUSIC - You can find all songs on Epidemic Sound: http://share.epidemicsound.com/pR9G6

For Evermore - Johannes Bornlöf
Snowflake dreams - Håkan  Eriksson
Lock the gates - Martin Hall
Selah - They Dream By Day
Love and friendship - Johannes Bornlöf
Honey take my hand - Cody Fancis
Field of moab - They Dream By Day
It is still yours - They Dream By Day
Hunger, Thirst - Johannes Bornlöf
Cause - Peter Sandberg
We carry on - Yonder Dale
Selah - They Dream By Day
Burned Letters - Johannes Bornlöf
Secrets and lies 4 - Johannes Bornlöf","['sorrow', 'heavy heart', 'jonna', 'jinton', 'wind turbine', 'forsca', 'sca', 'norrland', 'north sweden', 'sweden', 'sami', 'sami people', 'countrylife', 'daily life', 'cold winter', 'coldest village', 'freezing', 'lifestyle', 'country', 'forest', 'wilderness']",2018-12-16T12:41:29Z,1098211,45091,,7892,PT36M8S,hd,true
93,xB_SZD8_TuI,Jonna Jinton,How did me and Johan meet? | Ep. 13,"In this vlog I decided to answer another very common question I often get. I will let you know how me and Johan first met. And tell you all about how we first got to know each other (in the comment section of my blog haha!!). 
And of course I will let you see much more of this snowy Wednesday. My first sled-ride this winter, and a glimpse of how the nightsky sometimes looks like here. I promise you, that view is breathtaking, and a big reason to why we love to live here out in nowhere. 
Far away from streetlights and light pollution. 

And also, THANK YOU WITH ALL MY HEART for all your wonderful comments, and for all your love and support. It means the world to me! ♥

I hope you enjoy the vlog! 

► MY SOCIAL MEDIA AND LINKS!
• My Art & Jewelry Webshop: https://jonnajintonsweden.com
• Instagram: @jonnajinton  http://www.instagram.com/jonnajinton
• Wallpaper collection: https://www.photowall.com/designers/jonna-jinton
• Facebook Page - http://www.facebook.com/jonnajinton
• Blog: https://jonnajintonsweden.com/blog/

►  MUSIC - You can find all songs on Epidemic Sound: http://share.epidemicsound.com/pR9G6

The road less traveled 1 - Gavin Luke
Cause - Peter Sandberg
A warm embrace - Gavin Luke
Fragments 2 - Johannes Bornlöf
Dismantle - Peter Sandberg
Frozen tears - Calm Shores","['vlog', 'jonna', 'jinton', 'countrylife', 'daily', 'how did we meet', 'couple', 'Jonna and Johan', 'love', 'engagement', 'in love', 'nordic', 'scandinavia', 'snow', 'winter', 'sled', 'spark', 'stars', 'nightsky']",2018-12-07T16:04:19Z,1854655,75324,,6614,PT15M19S,hd,true
94,VBZmtTaEEyQ,Jonna Jinton,Every crack makes a beautiful sound + Q&A | Ep. 12,"It's now been 2 months since I started with my vlogs and for every new video I upload it just feels more and more fun, because it really starts to feel like a community here. For a long time I only saw YouTube as a platform for uploading my videos, to share on other platforms. But now, I fall in love with this more and more every day.
And it's all thanks to you. Thank you for following me on my journey in life and for all the wonderful comments. 

So here is the vlog from the weekend! I  hope you enjoy it! :) 

THANK YOU SO MUCH FOR WATCHING! ♥

► MY SOCIAL MEDIA AND LINKS!
• My Art & Jewelry Webshop: https://jonnajintonsweden.com
• Instagram: @jonnajinton  http://www.instagram.com/jonnajinton
• Wallpaper collection: https://www.photowall.com/designers/jonna-jinton
• Facebook Page - http://www.facebook.com/jonnajinton
• Blog: https://jonnajintonsweden.com/blog/

►  MUSIC - You can find all songs on Epidemic Sound: http://share.epidemicsound.com/pR9G6","['vlog', 'daily life', 'ice', 'cracks', 'ice cracks', 'ice sounds', 'singing ice', 'Q&A', 'Nanook', 'jonna', 'jonna jinton', 'Johan', 'jewelry', 'norrland', 'north', 'Sweden', 'scandinavia', 'advent', 'first advent', 'christmas', 'christmas feeling']",2018-12-04T09:55:33Z,275701,13581,,1759,PT18M3S,hd,false
95,45-_66kLOsg,Jonna Jinton,I need some space | Ep. 11,"Once again life came in between and mixed up my vlog schedule, but now I'm back on track again. Lots of things going in in my life at this moment and it feels so good to be able to share it with you!

Just as I said in this vlog, I am blown away by all the beautiful comments I get here. I just want to say THANK YOU so incredible much. You have no idea how much you all inspire me to keep doing videos. 

Now I hope you all are having a wonderful week! And I hope you enjoy this extra long videoblog :)

THANK YOU SO MUCH FOR WATCHING! ♥

► MY SOCIAL MEDIA AND LINKS!
• My Art & Jewelry Webshop: https://jonnajintonsweden.com
• Instagram: @jonnajinton  http://www.instagram.com/jonnajinton
• Wallpaper collection: https://www.photowall.com/designers/jonna-jinton
• Facebook Page - http://www.facebook.com/jonnajinton
• Blog: https://jonnajintonsweden.com/blog/

►  MUSIC - You can find all songs on Epidemic Sound: http://share.epidemicsound.com/pR9G6","['space', 'house', 'rent', 'Grundtjärn', 'artist', 'painting', 'studio', 'singing ice', 'ice', 'sounds of ice', 'ice sound', 'acrylic', 'need some space', 'jonna', 'jinton', 'country', 'countrylife', 'vlog', 'daily life']",2018-11-28T22:01:23Z,393619,17329,,1572,PT21M45S,hd,false
96,vYvvWRwqXcE,Jonna Jinton,Performing for 1 million people! | Ep. 10,"This video really shows the contrasts that I love in life. One day in Stockholm on a stage performing live for 1 million people, and then escaping to the wilderness, spending some time among the mountains. That's how I like it! 

If you are wondering what this cottage is all about, you can see my earlier vlog where I told all about this little house that we bought up in the beautiful mountains 3 hours from where I live. 
 ➙ https://www.youtube.com/watch?v=Ps-WKoSqb-g

I am so happy to finally be back with a new video! This last two weeks I had a hard time focus on anything else than the performance. But now I am back in the woods again, and I look forward to continue making new videos every week. 

THANK YOU SO MUCH FOR WATCHING! ♥

► MY SOCIAL MEDIA AND LINKS!
• My Art & Jewelry Webshop: https://jonnajintonsweden.com
• Instagram: @jonnajinton  http://www.instagram.com/jonnajinton
• Wallpaper collection: https://www.photowall.com/designers/jonna-jinton
• Facebook Page - http://www.facebook.com/jonnajinton
• Blog: https://jonnajintonsweden.com/blog/

►  MUSIC - You can find all songs on Epidemic Sound: http://share.epidemicsound.com/pR9G6","['fotbollsgalan', 'jonna jinton', 'performance', 'du gamla du fria', 'nationalsången', 'national anthem', 'durmaz', 'singing live', 'live performance', 'marsfjällen', 'mountains', 'cottage', 'vlog', 'jonna and johan', 'nanook', 'trip', 'roadtrip', 'stockholm', 'globen', 'fotbollsgalan 2018', 'stuga', 'live singing', 'jonna live', 'jinton']",2018-11-19T10:34:14Z,2265183,83710,,4101,PT17M20S,hd,true
97,5PizR-KSlD4,Jonna Jinton,CALLING THE WILD - Ancient Swedish Herdingcall,"As some of you saw in my previous video I did some spontaneous kulning/herdingcall at the end of the vlog as I was out in the forest. 
And yesterday I decided to make it into a little song by adding some strings in the background and recording some vocals in the beginning and the end. So here it is! I hope you like it!

Oh, you know what? 
I LOVE MAKING MUSIC! ♥ I really want to do this more. And I will!
So for all of you asking about longer songs and albums, I am working on it! :) 

If you didn't see my previous video, here it is:
https://www.youtube.com/watch?v=53Eb6Pcu908

THANK YOU SO MUCH FOR WATCHING! ♥
Lots of love to all of you!

► MY SOCIAL MEDIA AND LINKS!
• My Art & Jewelry Webshop: https://jonnajintonsweden.com
• Instagram: @jonnajinton  http://www.instagram.com/jonnajinton
• Wallpaper collection: https://www.photowall.com/designers/jonna-jinton
• Facebook Page - http://www.facebook.com/jonnajinton
• Blog: https://jonnajintonsweden.com/blog/","['kulning', 'herdingcall', 'viking', 'viking song', 'medieval', 'nordic', 'northern', 'scandinavia', 'sweden', 'folksong', 'folkmusic', 'mystical', 'mystic', 'woods', 'meditation', 'music', 'calling', 'calling the wild', 'wilderness', 'viking age', 'viking music', 'relaxing', 'kula', 'kaukning', 'swedish', 'women', 'voice', 'vocals', 'high pitch', 'wardruna', 'norse', 'jonna', 'jinton']",2018-11-08T18:29:13Z,455920,17972,,791,PT59S,hd,false
98,53Eb6Pcu908,Jonna Jinton,A big step in my life | Ep. 9,"Life right now. Best friends, cute babies, big challenges and some really good echoes in the forest. And some kulning, of course. 
This two weeks will be a little bit special for me, since I am about to face one of the biggest steps in my musical career. Time to focus!

❄ As I mentioned in the video, go to Wim Hof's channel for some really inspiring videos about ice swims and how to learn to control your body trough breathing and meditation. 
 ➙  https://www.youtube.com/user/wimhof1

THANK YOU SO MUCH FOR WATCHING! ♥

► MY SOCIAL MEDIA AND LINKS!
• My Art & Jewelry Webshop: https://jonnajintonsweden.com
• Merch shop - https://teespring.com/stores/jonna-jinton-sweden
• Instagram: @jonnajinton  http://www.instagram.com/jonnajinton
• Wallpaper collection: https://www.photowall.com/designers/jonna-jinton
• Facebook Page - http://www.facebook.com/jonnajinton
• Blog: https://jonnajintonsweden.com/blog/

►  MUSIC - You can find all songs on Epidemic Sound: http://share.epidemicsound.com/pR9G6","['kulning', 'vlog', 'friends', 'nature', 'forest', 'scandinavia', 'daily life', 'big step', 'challenges', 'musical performance', 'sweden', 'jonna', 'jinton', 'babies', 'best friends', 'cooking']",2018-11-06T13:55:32Z,262666,13156,,932,PT10M10S,hd,false
99,eEDmZlVCCzc,Jonna Jinton,ICE SWIM | Feeling the power from the cold,"The winter is here again, and this time I wanted to prepare myself for this 6 cold months to come. This winter I want to feel the cold as a source of power, and not the opposite. 
I thought that taking a little swim in the ice cold water is the best way to start this winter, to really get into the very core of how cold feels like. Almost like a ritual. The ice swim become a symbol for not letting the cold take control of me.

And it's a way of testing myself. It's a strange feeling to do something when my whole body tells me to not do it. 

This is something I will try to do regularly during this winter. Because taking a ice swim really has the most amazing effect on our body and mind. I have never, ever felt so full of live as the two times I have taken a swim in ice cold water. It's like giving your body a power start. 

❄ THANK YOU Wim Hof for inspiring me to see the cold from another perspective ➙  https://www.youtube.com/user/wimhof1
Check him out for lots of inspiration! ♥

Have you ever taken a icebath/ice swim? Or is it something you would like to try one day? Or would you never even consider doing it? :) 
Please let me know in the comments!

I hope you liked the video. I hope it will bring some inspiration. Not only to take ice swims, but to face the things that drains you, and take a step outside the comfort zone. 

THANK YOU SO MUCH FOR WATCHING! ♥

► CHECK OUT MY NEW ICE VIDEO HERE: 
https://www.youtube.com/watch?v=nyuRRWC5GY8

► MY SOCIAL MEDIA AND LINKS!
• My Art & Jewelry Webshop: https://jonnajintonsweden.com
• Instagram: @jonnajinton  http://www.instagram.com/jonnajinton
• Wallpaper collection: https://www.photowall.com/designers/jonna-jinton
• Facebook Page - http://www.facebook.com/jonnajinton
• Blog: https://jonnajintonsweden.com/blog/


►  MUSIC - You can find all songs on Epidemic Sound: http://share.epidemicsound.com/pR9G6
Hunger, Thirst - Johannes Bornlöf


►Official Merchandise https://teespring.com/stores/jonna-jinton-sweden","['Ice swim', 'ice swimming', 'icebath', 'ice bath', 'winter swim', 'cold', 'ice water', 'ice cold water', 'wim Hof method', 'Wim Hof', 'winter', 'ice', 'swimming', 'bathing', 'ice hole', 'swim', 'winter bath', 'challenge', 'power', 'scandinavia', 'viking', 'vikings', 'nordic', 'iceman', 'mindfulness', 'isvak', 'isbad', 'bada', 'isvaksbad', 'freezing', 'jonna jinton', 'jonna', 'swedish', 'sweden', 'polar plunge', 'ice plunge', 'plunge', 'polar']",2018-10-31T11:16:47Z,14507731,344260,,28203,PT3M41S,hd,true
100,1PW4zYCLYRs,Jonna Jinton,What happened with the $10 000 painting? | Ep. 8,"This new, very long vlog from our last days contain a little bit of everything. A little tour on our second floor, a sneak peak into my wardrobe, a coffee break at my grand uncle Tage (that swears alot as you can see haha) and lots of night work. I also talk a little bit about the eBay auction I had a few weeks ago, where the painting ended up in the price of $10 300. Did the auction succeed? 
I'll let you know in the vlog!

I hope you enjoy the video! And don't forget to subscribe to my channel! 

THANK YOU SO MUCH FOR WATCHING! ♥

► MY SOCIAL MEDIA AND LINKS!
• My Art & Jewelry Webshop: https://jonnajintonsweden.com
• Instagram: @jonnajinton  http://www.instagram.com/jonnajinton
• Wallpaper collection: https://www.photowall.com/designers/jonna-jinton
• Facebook Page - http://www.facebook.com/jonnajinton
• Blog: https://jonnajintonsweden.com/blog/

►  MUSIC - You can find all songs on Epidemic Sound: http://share.epidemicsound.com/pR9G6
One last try - Rannar Sillard
Another go round - The eastern plain
Earthbound1 - Joachim Nilsson
A warm embrace - Gavin Luke
Khandi - Ooyy
In this moment - Gavin Luke","['painting', 'jonna jinton', 'artist', 'auction', 'selling painting', 'vlog', 'hard work', 'ebay', 'uncle Tage', 'jonna jinton painting']",2018-10-25T09:30:15Z,748113,28449,,1634,PT14M35S,hd,true
101,Ps-WKoSqb-g,Jonna Jinton,We bought a Cottage | Ep. 7,"Thank you everyone for ""holding your thumbs"" as I said in my last vlog, which of course is the Swedish way of saying ""Cross your fingers"". I am so incredible happy to finally share with you that me and Johan bought our first little house together. 
It's a cottage located in the heart of the northern Swedish wilderness. 
Surrounded by endless forests, high mountains and dancing rivers and quiet lakes. 

I know, its a simple little cottage, but for us this means the world. Now we will have a little home in a place we love so much, that we can go to whenever we feel like.  

What do you guys think of the house/cottage? :) 
I will of course show you much more when we finally get the keys in about 3 weeks. 

THANK YOU SO MUCH FOR WATCHING! ♥

► MY SOCIAL MEDIA AND LINKS!
• My Art & Jewelry Webshop: https://jonnajintonsweden.com
• Instagram: @jonnajinton  http://www.instagram.com/jonnajinton
• Wallpaper collection: https://www.photowall.com/designers/jonna-jinton
• Facebook Page - http://www.facebook.com/jonnajinton
• Blog: https://jonnajintonsweden.com/blog/

►  MUSIC - You can find all songs on Epidemic Sound: http://share.epidemicsound.com/pR9G6
The road less traveled 1 - Gavin Luke
A warm embrace - Gavin Luke
Golden rules - Luwaks
A new man - Gavin Luke","['house', 'new house', 'cottage', 'marsfjällen', 'era', 'örnsköldsvik', 'jonna jinton', 'johan', 'broker', 'buy house', 'cute cottage', 'scandinavia', 'sweden', 'mountains', 'fjällen']",2018-10-20T10:38:13Z,320638,14122,,1244,PT11M58S,hd,false
102,UKRSAb-Dw_s,Jonna Jinton,Preparing for Winter | Ep. 6,"This week a lot of things is going on, thats why this vlog came out a bit later than planned. But as you can see in the vlog, there is some exciting things that might happen and I just have had a hard time to focus. In the next vlog I will definitely tell you all about whats going on! 

Oh, and btw, I accidentally deleted the WHOLE vlog when it was finished. So I had to spend some more hours making a new one haha. Ya, this week is a bit crazy. But things are good and finally I get to share some more glimpses from our last days. 
Preparing for winter, a spontaneous roadtrip to the mountains and a normal Tuesday evening. 

Ps. Hold your thumbs = Cross your fingers (in Swedish).
I was thinking that maybe other countries don't really use that. So I just wanted to explain what I meant :* 

I hope you like it!

THANK YOU SO MUCH FOR WATCHING! ♥

► MY SOCIAL MEDIA AND LINKS!
• My Art & Jewelry Webshop: https://jonnajintonsweden.com
• Instagram: @jonnajinton  http://www.instagram.com/jonnajinton
• Wallpaper collection: https://www.photowall.com/designers/jonna-jinton
• Facebook Page - http://www.facebook.com/jonnajinton
• Blog: https://jonnajintonsweden.com/blog/

►  MUSIC - You can find all songs on Epidemic Sound: http://share.epidemicsound.com/pR9G6
Green Hills 2 - Björn Skogsberg
Life traveller 2 - Johannes Bornlöf
For Jack - Arden Forest","['countrylife', 'country', 'sweden', 'swedish', 'jonna', 'jinton', 'johan', 'nature', 'scandinavia', 'vlog', 'daily life', 'countryside', 'wood', 'roadtrip', 'marsfjällen', 'winter', 'preparing', 'autumn']",2018-10-18T15:46:57Z,209634,10362,,616,PT7M21S,hd,false
103,D749UXQ5m-E,Jonna Jinton,Google Event in Greece | Ep. 5,"This week I went on a short trip to Athens in Greece, for a launching event with Google Arts & Culture. In this vlog I tell you all about what happened during these days. Both good and bad things. 

➡ Watch my video ""The sound of Sweden"" that I made for the project with Google Arts & Culture here: https://www.youtube.com/watch?v=ewoQpAWx9jE


Links to the YouTube -channels of the other youtube creators from the event!

⋆Kostas Maliatsis: https://www.youtube.com/user/psixisiatreion

⋆Venetia Kamara: https://www.youtube.com/channel/UCycE6YyscBc6mx-KxvSVKWg

⋆Chuki Beats: https://www.youtube.com/user/CHUKImusic

⋆Charlie Danger: https://www.youtube.com/channel/UCnf0fDz1vTYW-sl36wbVMbg

⋆Krzysztof Gonciarz: https://www.youtube.com/user/wybuchajacebeczki

THANK YOU SO MUCH FOR WATCHING! ♥

► MY SOCIAL MEDIA AND LINKS!
• My Art & Jewelry Webshop: https://jonnajintonsweden.com
• Instagram: @jonnajinton  http://www.instagram.com/jonnajinton
• Wallpaper collection: https://www.photowall.com/designers/jonna-jinton
• Facebook Page - http://www.facebook.com/jonnajinton
• Blog: https://jonnajintonsweden.com/blog/

►  MUSIC - You can find all songs on Epidemic Sound: http://share.epidemicsound.com/pR9G6
Suburban life 3 - Gavin Luke
3 house - Ooyy
Uncertain changes - Yonder Dale
Genesis - Ooyy
Reversed beginning - Luwaks
Heliolingus - Ooyy
Go undercover - Martin Hall
Mastermind - Johannes Bornlöf","['google', 'arts and culture', 'art', 'culture', 'athens', 'greece', 'youtube', 'event', 'vlog', 'travel', 'traveling', 'hotel']",2018-10-13T14:26:25Z,261206,12345,,590,PT13M4S,hd,false
104,ewoQpAWx9jE,Jonna Jinton,THE SOUND OF SWEDEN,"Earlier this year, I was challenged by Google Arts & Culture to make a video where I capture the sounds of the Swedish heritage.
Other YouTube creators in different countries of Europe was challenged to do the same thing.
 Then, all our sounds would be mixed together into a song that would represent the sound of the European heritage.

YOU CAN FIND THE FINAL VIDEO ""THE SOUND OF US"" AT THE END SCREEN OR HERE:
https://www.youtube.com/watch?v=i6TyALaI_s0

I felt so much for this project and really wanted to put my heart and soul into this, since I’ve always felt a special love for the cultural heritage. I really wanted to capture soul of the Swedish heritage and try to put a piece of it in my video.

The sounds that I felt represented a part of the Swedish heritage, was the sound of the forest, the sound of the oldest Swedish instrument (Nyckelharpa, played by Niklas Roswall) and of course, kulning, the ancient Swedish herdingcall. 

I have SO much looked forward to finally launch this video, together with the final video of Google Arts & Culture.

Let me know if you liked it with a thumbs up or a little comment!

THANK YOU SO MUCH FOR WATCHING ♥ 

► MY SOCIAL MEDIA AND LINKS!
• My Art & Jewelry Webshop: https://jonnajintonsweden.com
• Merch shop - https://teespring.com/stores/jonna-jinton-sweden
• Instagram: @jonnajinton  http://www.instagram.com/jonnajinton
• Wallpaper collection: https://www.photowall.com/designers/jonna-jinton
• Facebook Page - http://www.facebook.com/jonnajinton
• Blog: https://jonnajintonsweden.com/blog/

Google Arts & Culture: https://artsandculture.google.com/","['the sound of sweden', 'sweden', 'google arts & culture', 'heritage', 'swedish heritage', 'swedish cultrue', 'sound sweden', 'scandinavia', 'kulning', 'nyckelharpa', 'niklas roswall', 'jonna jinton', 'herdingcall', 'ancient', 'culture', 'europe', 'european', 'european year of cultural heritage', 'cultural heritage', 'nordic', 'google', 'art']",2018-10-09T10:06:56Z,4878429,116809,,6442,PT4M23S,hd,true
105,VbvXZdNSrdo,Jonna Jinton,Mistakes and Excitement | Ep. 4,"Another week have passed and here is some glimpses from our Friday. THANK YOU again everyone for following us this two weeks. I've had so much fun and look forward the time to come. 

And as I mentioned in the vlog, stay tuned for Tuseday Oct 9:th! 

THANK YOU SO MUCH FOR WATCHING ♥ 

► MY SOCIAL MEDIA AND LINKS!
• My Art & Jewelry Webshop: https://jonnajintonsweden.com
• Merch shop - https://teespring.com/stores/jonna-jinton-sweden
• Instagram: @jonnajinton  http://www.instagram.com/jonnajinton
• Wallpaper collection: https://www.photowall.com/designers/jonna-jinton
• Facebook Page - http://www.facebook.com/jonnajinton
• Blog: https://jonnajintonsweden.com/blog/

►  MUSIC (You can find all music on Epidemic Sound: http://share.epidemicsound.com/pR9G6  )
Pink ocean dream - Rand Aldo
Tei - Ooyy
Drift Apart- Anders Schill Paulsen
Nutcrackers dream 1 - Peter Sandberg
One last try - Rannar Sillard
Transcendence 2 - Johannes Bornlöf","['vlog', 'jonna jinton', 'country', 'sweden', 'countrylife', 'mistakes', 'excitmenet', 'daily life', 'couple', 'swedish', 'scandinavia', 'friday', 'silversmith', 'autumn', 'fall']",2018-10-07T11:01:15Z,271661,13523,,729,PT8M46S,hd,true
106,AF7LC-tuVgA,Jonna Jinton,Happiest Dog in the World | Nanook´s Birthday,"Our beloved dog Nanook turned 8 years a little while ago. To celebrate him we wanted to give him a whole day doing only the things he LOVE to do. Lots of birthday gifts, playing on the beach, a visit to the pet store and a date with his crush. And lots of more! 

There so nothing that makes me more happy than to see his happy eyes. I think he really enjoyed this day, just as much as we did! ♥ 

I hope you all liked the video!

THANK YOU SO MUCH FOR WATCHING! ♥

► MY SOCIAL MEDIA AND LINKS!
• My Art & Jewelry Webshop: https://jonnajintonsweden.com
• Instagram: @jonnajinton  http://www.instagram.com/jonnajinton
• Wallpaper collection: https://www.photowall.com/designers/jonna-jinton
• Facebook Page - http://www.facebook.com/jonnajinton
• Blog: https://jonnajintonsweden.com/blog/

►  MUSIC (You can find all music on Epidemic Sound: http://share.epidemicsound.com/pR9G6  )
Never say no 2 - Peter Sandberg
The light in you - Martin Hall","['dog', 'happy dog', 'funny dog', 'birthday', 'nanook', 'fun dog', 'birthday dog', 'dogs', 'golden retreiever', 'retriever dog', 'pet', 'petstore', 'birthday dogs', 'happiest dog', 'happiest dog in the world', 'best birthday', 'nanook dog', 'love dog', 'dog love', 'party', 'partyhat', 'birthday party', 'celebrate', 'cute dog']",2018-10-04T17:23:57Z,175807,15761,,1394,PT3M22S,hd,true
107,yJxk2Rfihg8,Jonna Jinton,Monday life and a little Q&A | Ep. 3,"I started of this new week by filming glimpses from our monday, and this is the result! A little visit to the town, and some shopping in the coolest little shop, and a little Q&A in our kitchen. 

Thank you all for your amazing support! I've just started this new vlog series and all your response is making this SO MUCH MORE FUN! :) 

I hope you liked the video!

See my last video here: https://www.youtube.com/watch?v=ADFS8xc0exY 

THANK YOU SO MUCH FOR WATCHING!  ♥

► MY SOCIAL MEDIA AND LINKS!
• My Art & Jewelry Webshop: https://jonnajintonsweden.com
• Instagram: @jonnajinton  http://www.instagram.com/jonnajinton
• Wallpaper collection: https://www.photowall.com/designers/jonna-jinton
• Facebook Page - http://www.facebook.com/jonnajinton
• Blog: https://jonnajintonsweden.com/blog/

►  MUSIC - You can find all songs on Epidemic Sound: http://share.epidemicsound.com/pR9G6
Luna - Ebb & flod
Night air 5 - Rannar Sillard
Lens flare 3 - Peter Sandberg
Double or nothing 1 - Peter Sandberg
Limitless- AGST
Simple pleasantries 3 - Gavin Luke
Lost without you - Johan Glossner
How will I cope - Martin Hall","['countrylife', 'vlog', 'country', 'sweden', 'simple life', 'town', 'shopping', 'monday', 'vlog life', 'jonna jinton', 'daily life', 'q&a', 'nature', 'scandinavia', 'nordic', 'northern', 'couple']",2018-10-02T17:00:03Z,445436,18454,,1417,PT10M21S,hd,true
108,ADFS8xc0exY,Jonna Jinton,I didn't expect that | Ep. 2,"It's just been a couple of days since I started my new ""vlog journey"" and I already love it so much! This is me second vlog and I decided to let you guys follow me around a whole day, from waking up to falling asleep. 

Normally, my days never really look the same. There is always new things going on and I so much look forward to share more of my life with you, if you like these vlogs of course! :) 

But just as I said in the video, I am blown away by all the love and support you gave me in my first vlog. Wow...you are just the best. Thank you so much for the lovely response you give me. It's so very inspiring! 

I hope you like the video!
THANK YOU FOR WATCHING!  ♥

Link to my painting on eBay that I mentioned in the video:
https://www.ebay.com/itm/123394666565

► MY SOCIAL MEDIA AND LINKS!
• My Art & Jewelry Webshop: https://jonnajintonsweden.com
• Instagram: @jonnajinton  http://www.instagram.com/jonnajinton
• Wallpaper collection: https://www.photowall.com/designers/jonna-jinton
• Facebook Page - http://www.facebook.com/jonnajinton
• Blog: https://jonnajintonsweden.com/blog/

►  MUSIC - You can find all songs on Epidemic Sound: http://share.epidemicsound.com/pR9G6
Passing Souls - Amaranth Cove
Faded - Ooyy
Drift apart - Anders Schill Paulsen
Lock the gates - Martin Hall
Marvel 2 - Johannes Bornlöf
Warmth and contentedness 4 - Johannes Bornlöf
Dream of us 3 - Johannes Bornlöf
Hunger, thirst - Johannes Bornlöf
I am better off - Wildson
Passing Souls - Amaranth Cove","['daily life', 'vlog', 'jonna jinton', 'swedish', 'nature', 'painting', 'swedish vlogger', 'artist', 'dronescenes', 'countrylife', 'countryside']",2018-09-30T12:45:01Z,367883,16825,,1618,PT18M51S,hd,true
